employee_id,fullname,nik_baru,company_id,area_id,position_id,department_id,division_id,directorate_id,grade_id,education_id,major_id,years_of_service_months,nip
EMP100326,Rizka Qolbi Mahendra,,2,4,4,5,2,3,1,3,6,55,978884
EMP100327,Vania Rachman Utami,,4,1,3,1,4,3,1,3,5,86,230456
EMP100328,Tania Yudhistira Simanjuntak,,2,1,6,1,3,3,2,2,6,37,949570
EMP100329,Galih Iqbal Pamungkas,,1,1,5,5,2,1,3,2,4,41,896333
EMP100330,Kartika Gunawan,,3,2,3,6,4,3,2,3,5,25,729686
EMP100331,Julia Tri Hartanto,,1,4,1,5,3,1,1,3,1,39,217008
EMP100332,Dewi Maulida,,4,1,1,5,5,2,1,1,2,58,537866
EMP100333,Mahendra Putra,,4,1,5,5,5,3,3,4,6,47,554252
EMP100334,Sari Maulana,,3,2,4,4,1,1,3,3,3,42,857262
EMP100335,Mahendra Pramudita Purnama,,4,2,4,5,3,3,1,3,2,66,567404
EMP100336,Evi Pratomo,,3,4,1,5,4,3,3,1,6,26,873097
EMP100337,Anisa Situmorang,,1,4,2,3,4,2,1,4,1,87,434979
EMP100338,Galih Halim,,2,1,4,4,3,3,1,3,5,123,376354
EMP100339,Rafa Pramudita Purnama,,3,4,1,3,1,2,1,4,6,53,506956
EMP100340,Rifqi Ginting,,4,2,5,4,5,2,1,2,2,59,213811
EMP100341,Lestari Handayani,,4,3,6,6,2,3,2,4,1,30,929554
EMP100342,Luthfi Utama Pradana,,1,1,1,2,4,1,3,2,1,66,161705
EMP100343,Adit Tamba,,3,2,2,6,2,3,3,2,4,80,959800
EMP100344,Iman Wijaya Ginting,,3,2,1,4,1,3,2,2,3,112,303395
EMP100345,Arif Jatmiko Wibowo,,3,1,6,6,1,3,2,4,3,7,904691
EMP100346,Ari Ridwan,,2,4,3,1,1,1,1,3,3,64,772854
EMP100347,Rizky Nabila Fauziah,,2,1,2,4,5,1,2,4,4,53,746531
EMP100348,Indra Ananda,,4,2,4,2,1,3,2,1,3,65,608424
EMP100349,Dwi Ridwan,,2,4,3,4,5,3,3,1,1,97,417624
EMP100350,Galih Ganesha Fauziah,,2,2,4,4,3,2,3,1,4,98,574728
EMP100351,Cahyo Jatmiko Wibowo,,3,1,6,6,5,3,1,4,1,62,342607
EMP100352,Gita Wijaya Lestari,,4,1,6,1,3,1,3,2,5,24,360837
EMP100353,Wahyu Kusuma,,3,4,2,6,4,1,3,4,3,24,461785
EMP100354,Wahyu Setiawan,,4,4,3,4,4,2,2,4,5,52,635548
EMP100355,Dimas Erlangga Yulianto,,2,2,2,5,3,1,3,1,4,86,225016
EMP100356,Adi Baskara Subekti,,2,3,4,4,5,3,3,1,4,18,895426
EMP100357,Adit Siregar,,1,2,2,6,2,3,2,1,1,90,197677
EMP100358,Rizki Handayani,,1,4,3,5,3,3,2,4,3,97,634957
EMP100359,Vania Baskara Pratama,,2,1,1,6,3,1,1,4,2,24,674316
EMP100360,Rizka Rachman Wijaya,,1,4,5,3,1,2,1,2,5,6,652331
EMP100361,Eko Baskara Ananda,,3,3,3,2,5,1,1,4,1,52,812639
EMP100362,Adit Ginting,,4,3,1,5,4,3,3,4,1,32,333391
EMP100363,Zahra Salsabila,,3,2,5,5,5,1,2,3,4,44,134265
EMP100364,Utami Kusuma,,3,4,6,2,2,3,2,4,2,60,705134
EMP100365,Maya Syahputra,,1,1,6,3,2,1,1,3,4,37,620897
EMP100366,Zaki Qolbi Tamba,,3,3,4,3,3,1,3,2,2,65,989990
EMP100367,Utami Utama Maulana,,1,2,5,5,5,3,2,3,2,63,294905
EMP100368,Dewi Indrawan,,2,4,2,1,2,2,3,3,3,111,472478
EMP100369,Wahyu Halim,,4,1,3,2,2,1,3,1,2,51,487988
EMP100370,Bayu Tamba,,3,1,4,3,5,1,3,2,6,34,645731
EMP100371,Ahmad Yudhistira Pratama,,2,1,1,3,4,1,2,3,6,71,909147
EMP100372,Andi Baskara Pamungkas,,1,2,5,5,5,2,3,2,3,20,653084
EMP100373,Gita Lestari,,1,1,1,1,5,2,3,1,6,73,338577
EMP100374,Utami Tamba,,3,4,1,6,2,1,1,2,4,14,674491
EMP100375,Intan Setiawan,,2,4,3,1,2,2,1,3,2,58,232284
EMP100376,Evi Iqbal Syahputra,,2,4,4,4,1,2,3,3,3,25,924611
EMP100377,Mahendra Pramudita Sinaga,,1,3,2,1,5,1,1,3,5,91,371193
EMP100378,Hana Halim,,4,2,5,6,4,2,1,4,2,27,321596
EMP100379,Ayu Mahardika Simanjuntak,,3,2,5,4,4,3,1,3,4,64,840629
EMP100380,Evi Maulida,,4,2,2,4,2,2,3,3,3,32,878062
EMP100381,Cahyo Halim Siregar,,3,2,4,5,2,2,3,1,5,43,908213
EMP100382,Utami Erlangga Tamba,,2,4,5,4,4,2,2,2,4,65,208071
EMP100383,Eko Mahendra,,4,1,5,1,1,3,1,3,4,66,161541
EMP100384,Dimas Saputra Utami,,1,4,1,5,3,2,1,4,5,98,827380
EMP100385,Hana Ananda,,1,2,4,1,5,2,3,4,5,44,303038
EMP100386,Tania Santoso,,1,3,3,6,4,2,3,2,5,76,675878
EMP100387,Ari Tri Hartanto,,2,3,6,5,3,2,3,3,4,50,981132
EMP100388,Rani Qolbi Zulfikar,,1,4,1,1,1,3,1,3,1,33,541183
EMP100389,Fajar Pratama,,2,3,5,3,1,2,3,4,6,74,434915
EMP100390,Bayu Tri Simanjuntak,,2,3,1,1,3,3,1,2,4,35,454485
EMP100391,Rizka Adi Anggara,,1,4,3,3,3,3,3,2,5,51,731323
EMP100392,Tania Herlambang,,1,3,6,2,3,3,1,1,6,20,129384
EMP100393,Oktavia Ramadhan,,4,2,2,3,2,1,3,1,1,61,782437
EMP100394,Hadi Jatmiko Kurniawan,,3,1,4,5,5,3,1,3,3,44,222371
EMP100395,Joko Nabila Santoso,,3,3,1,2,1,1,3,4,4,54,564871
EMP100396,Zaki Anugrah Nugroho,,4,1,6,3,3,2,3,4,6,36,875084
EMP100397,Yuni Iqbal Putra,,4,3,5,5,2,1,2,1,5,90,741949
EMP100398,Joko Wijaya Wijaya,,1,3,2,3,4,1,3,2,5,94,399540
EMP100399,Zaki Ramadhan,,1,3,5,5,1,2,3,3,3,56,526292
EMP100400,Luthfi Herlambang,,4,1,4,3,2,2,3,3,2,53,517255
EMP100401,Dwi Wijaya Halim,,4,2,1,4,2,1,1,3,6,74,744205
EMP100402,Fajar Candra Maulida,,1,3,6,3,3,3,1,1,5,91,589960
EMP100403,Prasetyo Lestari,,2,2,2,1,2,1,1,4,2,46,468763
EMP100404,Anisa Tri Anggara,,3,3,4,3,5,3,2,2,5,25,182223
EMP100405,Teguh Erlangga Setiawan,,2,4,1,3,5,1,1,4,4,55,537895
EMP100406,Vania Lestari Subekti,,4,2,4,3,4,2,1,1,5,25,418303
EMP100407,Arif Rachman Suharto,,2,2,1,3,3,1,1,4,3,94,625383
EMP100408,Rafa Anugrah Kusuma,,1,3,3,3,1,3,1,2,2,26,310594
EMP100409,Rani Ginting,,2,2,4,2,3,3,2,2,4,24,248563
EMP100410,Adit Saputra Wijaya,,2,1,4,1,2,3,1,1,4,64,670362
EMP100411,Rani Fauziah,,2,2,3,6,3,3,1,4,1,29,266657
EMP100412,Tania Syahputra,,4,4,1,5,4,1,2,2,4,26,610532
EMP100413,Zahra Utama Pratomo,,2,1,3,6,5,2,1,1,6,46,376539
EMP100414,Citra Hasibuan,,1,2,4,6,4,2,3,3,4,70,184175
EMP100415,Hadi Lukman,,1,1,2,2,2,2,1,1,4,38,306853
EMP100416,Cahyo Ganesha Handayani,,4,3,2,6,4,1,3,3,4,38,763802
EMP100417,Adi Situmorang,,2,1,1,4,1,1,1,4,3,32,212203
EMP100418,Oktavia Ganesha Fauziah,,4,4,4,4,4,2,2,4,4,29,361013
EMP100419,Lestari Hidayat,,4,1,1,4,1,2,2,2,5,49,143661
EMP100420,Vania Hartanto,,4,4,2,2,4,1,2,3,3,81,857131
EMP100421,Adit Anggara,,4,2,2,2,2,2,1,2,2,51,122593
EMP100422,Ari Handayani,,4,2,1,6,5,3,1,1,6,54,412819
EMP100423,Valdo Fauziah,,2,3,1,4,1,1,1,2,6,83,504461
EMP100424,Valdo Ramadhan,,4,4,5,5,3,1,2,1,6,23,583793
EMP100425,Novi Baskara Sinaga,,4,1,2,1,3,3,2,4,6,53,948537
EMP100426,Dimas Pamungkas,,4,2,1,4,1,3,1,2,5,50,182205
EMP100427,Dimas Adi Mahendra,,4,2,4,5,3,1,2,3,1,42,824622
EMP100428,Umar Pamungkas,,4,4,5,4,3,2,1,3,2,61,651268
EMP100429,Gita Candra Situmorang,,1,1,3,3,4,3,1,4,6,31,373545
EMP100430,Valdo Nabila Rohman,,1,1,5,3,4,2,1,1,4,39,152410
EMP100431,Novi Wijaya Putra,,4,3,3,5,5,1,2,4,6,119,672623
EMP100432,Rani Fadillah Rahmawati,,4,2,3,4,1,3,2,1,6,94,816269
EMP100433,Dian Ridwan,,4,1,3,5,4,3,2,1,6,9,953498
EMP100434,Hadi Wibowo,,3,4,3,2,5,1,3,3,5,59,529665
EMP100435,Intan Syahputra,,1,3,5,5,1,1,1,3,6,34,846697
EMP100436,Zahra Wijaya,,2,1,4,6,1,3,2,1,2,94,344400
EMP100437,Indra Hartanto,,3,4,6,4,1,3,1,2,5,86,694645
EMP100438,Bayu Yudhistira Santoso,,1,4,3,3,5,3,3,1,5,50,890632
EMP100439,Intan Tamba,,3,1,5,1,2,2,3,2,6,54,951570
EMP100440,Cahyo Utama Sinaga,,1,3,6,6,2,2,1,1,5,3,982586
EMP100441,Kartika Herlambang,,2,1,1,6,3,1,1,1,3,24,110921
EMP100442,Andi Qolbi Hidayat,,3,4,3,5,1,2,3,2,2,29,115176
EMP100443,Bayu Qolbi Hidayat,,3,2,5,5,3,3,3,3,5,49,515233
EMP100444,Dimas Purnama,,1,3,2,3,3,3,3,1,5,80,741385
EMP100445,Kurnia Wijaya,,1,3,5,6,2,1,2,3,6,31,613214
EMP100446,Rifqi Iqbal Ginting,,2,1,2,5,3,1,2,4,3,75,433489
EMP100447,Rendra Zulfikar Lestari,,1,3,3,3,3,3,3,2,4,23,608514
EMP100448,Gita Jatmiko Santoso,,4,1,2,4,4,2,1,4,3,66,564093
EMP100449,Ari Ramadhan,,1,3,2,6,1,2,1,1,1,120,776021
EMP100450,Indra Lestari,,4,3,5,3,5,1,1,3,1,19,249957
EMP100451,Fitri Qolbi Simanjuntak,,3,1,4,2,5,3,3,4,6,63,143626
EMP100452,Zahra Zulfikar Ramadhan,,3,1,3,2,4,3,3,4,1,52,908586
EMP100453,Yuni Subekti,,1,3,2,2,5,3,3,2,6,27,595092
EMP100454,Nadia Iqbal Maulana,,1,1,3,6,3,1,2,2,5,0,711345
EMP100455,Zaki Siregar,,4,2,4,4,3,2,1,2,4,71,932585
EMP100456,Rama Gunawan,,2,1,3,4,2,1,1,3,1,51,604540
EMP100457,Nurlita Maulana,,1,1,3,6,3,2,3,3,4,63,759462
EMP100458,Fajar Mahardika Handayani,,4,2,3,5,2,2,3,1,6,70,876151
EMP100459,Zahra Syahputra,,1,1,1,3,3,1,3,3,5,81,906970
EMP100460,Joko Sinaga,,4,2,4,3,3,2,2,1,4,45,551128
EMP100461,Novi Suharto,,3,1,3,2,3,2,1,3,3,37,854545
EMP100462,Lestari Anggara,,4,3,5,6,2,1,1,3,3,28,802474
EMP100463,Arif Kurniawan,,4,4,4,3,3,1,3,2,4,91,514863
EMP100464,Anisa Erlangga Lukman,,4,4,1,3,2,3,1,4,4,104,604118
EMP100465,Eko Pamungkas,,1,2,5,1,4,3,2,1,1,48,583584
EMP100466,Gita Nabila Indrawan,,2,4,6,2,4,1,3,3,5,48,483945
EMP100467,Lestari Mahardika Suharto,,1,4,6,6,2,3,1,1,3,10,700106
EMP100468,Dinda Erlangga Indrawan,,1,1,3,3,1,2,1,3,5,26,926889
EMP100469,Sari Suharto,,3,4,6,5,3,2,3,1,3,57,606506
EMP100470,Wulan Saputra Santoso,,1,2,3,4,3,2,3,2,4,64,569255
EMP100471,Indra Zulfikar Rahmawati,,2,3,5,3,2,2,3,1,1,32,660922
EMP100472,Rani Zulfikar Ginting,,4,4,1,4,5,1,1,3,3,44,858143
EMP100473,Zaki Zulfikar Salsabila,,4,2,1,2,2,1,2,4,5,6,529714
EMP100474,Vania Iqbal Fauziah,,1,3,2,5,1,3,2,4,2,45,308819
EMP100475,Rizky Setiawan,,1,1,4,3,4,1,1,2,1,47,269930
EMP100476,Sari Hartanto,,3,3,3,1,4,2,2,3,4,96,161209
EMP100477,Gita Wibowo,,2,2,4,1,4,3,2,3,6,98,493852
EMP100478,Nurlita Kusuma Pratama,,4,4,5,2,4,1,1,2,2,66,460826
EMP100479,Rendra Yudhistira Herlambang,,2,1,2,1,2,2,3,3,2,82,444419
EMP100480,Dimas Maulana,,3,1,3,4,1,1,1,4,6,28,947073
EMP100481,Rama Salsabila,,3,1,2,1,4,3,1,1,6,90,569010
EMP100482,Rani Rachman Setiawan,,1,4,2,5,5,3,3,4,6,38,287204
EMP100483,Intan Nabila Pamungkas,,1,3,6,4,4,3,1,2,6,23,691951
EMP100484,Citra Nabila Handayani,,4,1,4,4,2,3,3,2,3,35,406686
EMP100485,Galih Aji Saputra,,1,3,6,5,2,2,3,3,4,20,244322
EMP100486,Joko Simanjuntak,,4,3,3,5,3,2,1,3,4,22,962324
EMP100487,Joko Lukman,,4,3,6,5,4,2,2,4,3,24,777470
EMP100488,Luthfi Pratama,,3,1,3,6,2,2,2,2,5,64,575047
EMP100489,Vania Adi Setiawan,,2,2,1,5,5,1,2,3,4,12,404889
EMP100490,Cahyo Suharto,,1,1,5,5,3,1,2,3,5,44,876642
EMP100491,Gita Anggara,,1,1,3,6,5,2,1,1,4,85,373972
EMP100492,Ahmad Lestari Handayani,,4,1,4,6,3,3,1,4,2,74,133776
EMP100493,Nurlita Wijaya,,3,1,6,5,3,2,1,4,4,47,387766
EMP100494,Dwi Mahardika Anggara,,1,4,4,3,1,2,2,1,3,30,597410
EMP100495,Gita Ganesha Zulfikar,,1,3,4,3,5,3,2,3,3,64,169722
EMP100496,Intan Wijaya Pratomo,,2,2,1,4,2,3,2,1,5,74,896918
EMP100497,Oka Syahputra,,1,1,4,2,1,2,3,3,4,38,629244
EMP100498,Fitri Situmorang,,1,1,4,1,5,2,2,4,4,58,983548
EMP100499,Adit Herlambang,,1,3,2,4,1,1,1,3,3,43,579047
EMP100500,Yoga Mahardika Gunawan,,3,3,6,3,5,3,1,4,2,16,848425
EMP100501,Rifqi Rachman Santoso,,1,3,5,5,4,3,1,4,6,36,940942
EMP100502,Wahyu Hasibuan,,2,2,6,5,5,3,2,4,5,59,753133
EMP100503,Prasetyo Ganesha Ramadhan,,4,3,4,2,1,3,1,2,4,44,125536
EMP100504,Kartika Halim Ginting,,3,2,2,6,5,3,2,1,2,47,809245
EMP100505,Intan Pramudita Maulida,,1,1,5,2,4,3,3,3,6,66,741605
EMP100506,Cahyo Iqbal Suharto,,2,3,1,1,3,1,1,4,6,82,749189
EMP100507,Dewi Rahmawati,,2,1,1,5,3,3,2,3,6,44,878742
EMP100508,Sari Nabila Halim,,4,4,3,3,4,2,1,4,3,41,125862
EMP100509,Zaki Tri Lestari,,2,4,1,1,2,3,2,2,2,47,431599
EMP100510,Rizky Lestari Situmorang,,2,1,4,3,4,3,2,2,6,46,384721
EMP100511,Nugroho Saputra,,2,1,5,1,2,2,3,1,3,29,370041
EMP100512,Valdo Ginting,,3,4,2,6,4,3,3,2,5,52,923589
EMP100513,Nabila Fadillah Setiawan,,1,1,6,6,1,1,3,1,2,59,450065
EMP100514,Fitri Saputra Yulianto,,2,4,4,5,4,2,3,2,1,64,844504
EMP100515,Cahyo Handayani,,1,3,3,3,5,1,1,3,6,65,509749
EMP100516,Yoga Nugroho,,2,2,1,6,2,1,1,3,4,37,815764
EMP100517,Rendra Wibowo,,4,3,6,4,1,2,3,2,3,27,748583
EMP100518,Hana Erlangga Gunawan,,1,3,1,6,3,1,3,3,5,83,250311
EMP100519,Teguh Indrawan,,2,3,5,6,1,1,2,4,1,56,782845
EMP100520,Rifqi Kusuma Wibowo,,3,1,1,1,1,3,2,3,3,74,265403
EMP100521,Nadia Gunawan,,2,3,2,6,2,3,3,1,6,35,928685
EMP100522,Nabila Yudhistira Salsabila,,1,1,6,4,5,1,3,3,5,63,963792
EMP100523,Indra Adi Hartanto,,3,1,4,1,1,3,3,1,4,33,926943
EMP100524,Hadi Nugroho,,2,2,2,1,4,2,3,3,2,23,214245
EMP100525,Umar Fauziah,,4,1,4,3,4,2,2,4,6,79,505954
EMP100526,Kartika Maulana,,4,1,5,3,3,2,3,4,6,82,497248
EMP100527,Rendra Situmorang,,3,4,6,6,2,2,2,4,5,50,420241
EMP100528,Lestari Suharto,,3,4,5,2,4,3,1,3,3,18,657020
EMP100529,Anisa Lukman,,2,4,4,1,2,2,1,1,1,46,868144
EMP100530,Rizki Lestari Suharto,,2,2,2,4,1,2,3,2,1,56,567757
EMP100531,Bella Erlangga Pratama,,4,4,1,2,5,2,3,1,2,1,286789
EMP100532,Umar Baskara Gunawan,,3,1,2,1,4,2,1,1,3,41,265182
EMP100533,Fajar Ananda,,1,3,1,4,5,1,3,4,6,19,208101
EMP100534,Rama Kurniawan,,4,1,4,6,2,3,2,3,6,20,280618
EMP100535,Wahyu Nabila Saputra,,2,3,6,2,5,3,2,3,1,57,448793
EMP100536,Eko Gunawan,,4,4,5,5,5,3,2,1,1,79,354263
EMP100537,Iman Yulianto,,2,1,2,6,1,2,1,3,2,34,641586
EMP100538,Maya Gunawan,,2,1,2,6,3,2,2,4,4,39,761826
EMP100539,Teguh Dharma Indrawan,,3,3,4,6,5,3,1,4,2,21,632475
EMP100540,Anisa Halim Ramadhan,,2,2,3,3,2,1,3,3,5,47,179922
EMP100541,Dinda Candra Pamungkas,,3,1,6,6,5,2,2,4,1,30,585878
EMP100542,Ahmad Situmorang,,3,1,2,5,3,3,3,2,6,78,108424
EMP100543,Teguh Fadillah Ramadhan,,3,2,4,1,4,2,3,4,2,57,514092
EMP100544,Citra Putra,,4,2,5,4,1,1,3,3,2,50,512663
EMP100545,Adit Firmansyah,,1,2,4,4,4,2,1,4,6,54,424202
EMP100546,Nadia Saputra Kusuma,,2,4,4,5,1,1,3,4,5,77,767202
EMP100547,Nabila Anggara,,4,1,3,3,1,2,1,2,1,28,508164
EMP100548,Fajar Suharto,,4,4,2,4,1,1,2,3,3,88,452688
EMP100549,Lestari Aji Subekti,,1,3,4,4,2,1,3,4,3,22,559744
EMP100550,Hadi Hartanto,,3,1,3,3,3,2,2,3,5,68,391464
EMP100551,Mahendra Aji Permadi,,3,4,1,2,5,3,3,3,2,33,124271
EMP100552,Vania Syahputra,,4,3,3,5,3,1,3,1,3,69,394697
EMP100553,Lestari Kurniawan,,3,2,2,3,4,1,2,1,1,31,989565
EMP100554,Intan Saputra,,4,1,4,4,5,3,3,1,2,83,233259
EMP100555,Rani Anugrah Ridwan,,4,4,6,5,2,1,1,1,5,2,236227
EMP100556,Hadi Rohman,,3,1,2,5,5,2,1,3,4,61,110531
EMP100557,Rizka Subekti,,2,1,1,6,4,2,2,2,1,59,442226
EMP100558,Joko Kurniawan,,3,1,6,2,2,2,1,4,4,79,881556
EMP100559,Ayunda Anggara,,3,2,6,6,5,3,2,4,2,26,293095
EMP100560,Adit Zulfikar Hidayat,,3,4,1,6,4,2,2,1,2,63,473938
EMP100561,Valdo Santoso,,3,4,6,5,3,1,1,1,3,0,689781
EMP100562,Utami Suharto,,1,2,1,6,4,3,1,4,4,24,666114
EMP100563,Dinda Maulida,,3,2,2,3,5,2,2,2,4,9,347632
EMP100564,Maya Candra Lukman,,2,4,2,2,3,2,3,4,3,27,394860
EMP100565,Anisa Pramudita Maulana,,2,1,3,5,3,2,3,1,2,28,911583
EMP100566,Rendra Setiawan,,1,1,6,4,2,3,2,1,4,95,661335
EMP100567,Nurlita Ananda,,2,4,1,3,5,3,1,4,1,79,391102
EMP100568,Hana Dharma Gunawan,,2,3,6,5,4,3,1,2,3,61,151270
EMP100569,Zaki Anggara,,4,3,6,1,5,1,1,3,3,30,401004
EMP100570,Dewi Mahardika Purnama,,2,3,6,4,4,2,3,3,6,72,529446
EMP100571,Yuni Setiawan,,4,1,4,5,3,2,3,3,2,40,809305
EMP100572,Rama Pradana,,3,1,2,1,5,1,2,1,3,53,621816
EMP100573,Arif Pramudita Syahputra,,1,3,2,3,3,2,1,1,2,15,979823
EMP100574,Kartika Putra,,2,3,2,5,1,1,3,3,2,64,698987
EMP100575,Prasetyo Handayani,,3,3,4,6,5,2,2,2,6,10,978825
EMP100576,Andi Wijaya Kusuma,,3,2,4,1,2,2,1,4,6,48,344402
EMP100577,Umar Anugrah Hidayat,,4,3,2,3,1,2,1,3,3,79,169857
EMP100578,Teguh Anggara,,4,1,5,1,4,2,1,1,2,72,367278
EMP100579,Yoga Sinaga,,3,1,6,3,1,1,2,3,1,55,451139
EMP100580,Adi Lukman,,1,3,3,2,3,3,3,3,4,39,469086
EMP100581,Wahyu Dharma Santoso,,4,1,5,3,5,3,3,1,3,41,990199
EMP100582,Wulan Nabila Fauziah,,2,1,4,2,2,3,3,1,2,58,620375
EMP100583,Dinda Zulfikar Herlambang,,4,1,6,1,4,2,3,4,5,75,775302
EMP100584,Satya Ananda,,2,3,3,3,1,3,2,1,1,80,506260
EMP100585,Indra Rohman,,4,1,6,6,3,3,1,3,4,18,388751
EMP100586,Adit Hartanto,,1,2,4,6,2,3,3,1,1,33,923680
EMP100587,Nabila Syahputra,,1,3,4,3,3,1,3,2,1,54,173877
EMP100588,Intan Rohman,,1,4,5,5,4,2,3,1,3,84,185888
EMP100589,Anisa Tri Pamungkas,,2,3,2,4,2,1,1,1,1,41,832493
EMP100590,Putri Rachman Hartanto,,2,1,5,4,3,2,2,2,3,59,651557
EMP100591,Kurnia Ginting,,4,3,5,3,3,3,2,2,4,52,535552
EMP100592,Galih Handayani,,2,1,6,4,3,1,3,4,6,51,454909
EMP100593,Hadi Santoso,,4,2,1,2,4,3,1,4,4,12,718540
EMP100594,Teguh Sinaga,,4,2,4,2,3,2,1,1,3,73,615125
EMP100595,Lestari Saputra,,2,1,2,4,2,2,3,1,6,84,347680
EMP100596,Dimas Aji Hidayat,,1,4,6,4,4,1,3,3,4,50,171964
EMP100597,Fajar Maulana,,1,1,1,6,2,3,1,3,2,58,810974
EMP100598,Adit Aji Tamba,,1,4,6,5,2,1,1,2,6,39,330408
EMP100599,Dimas Kurniawan,,2,1,2,2,1,1,3,4,1,16,545270
EMP100600,Zaki Wijaya,,4,4,4,2,3,1,3,4,5,12,183834
EMP100601,Nurlita Subekti,,4,2,3,2,2,2,2,2,2,70,916084
EMP100602,Rifqi Ananda,,4,4,1,2,1,3,2,1,1,53,804854
EMP100603,Ahmad Handayani,,3,1,6,1,5,3,3,4,2,71,490479
EMP100604,Yoga Lukman,,3,2,4,4,5,3,1,3,5,1,218375
EMP100605,Dwi Anggara,,1,3,1,4,5,2,3,3,3,73,969799
EMP100606,Wulan Candra Saputra,,2,1,1,6,1,3,1,2,3,52,597645
EMP100607,Rifqi Halim,,2,4,5,6,3,2,3,1,6,77,676526
EMP100608,Rani Kurniawan,,1,4,6,6,4,1,3,4,2,17,984426
EMP100609,Oktavia Nabila Ginting,,4,2,6,3,2,1,3,3,5,45,886572
EMP100610,Hana Rohman,,2,4,1,5,5,1,3,3,4,71,363463
EMP100611,Indra Sinaga,,1,2,6,1,2,3,1,1,6,83,461530
EMP100612,Adit Utami,,1,4,5,1,3,1,3,2,1,87,645697
EMP100613,Cahyo Nabila Situmorang,,2,3,6,1,4,3,2,2,6,24,117437
EMP100614,Cahyo Pratama,,4,2,3,1,3,1,2,2,1,25,887756
EMP100615,Ahmad Halim Nugroho,,2,1,4,5,1,3,1,4,1,86,980688
EMP100616,Nadia Ramadhan,,2,4,3,2,2,2,2,4,2,46,954078
EMP100617,Eko Rahmawati,,4,1,1,1,3,1,3,4,5,32,649579
EMP100618,Arif Ramadhan,,1,4,2,1,4,3,1,1,3,81,343530
EMP100619,Adi Candra Firmansyah,,3,2,1,2,3,1,2,4,1,49,655260
EMP100620,Oka Kusuma,,4,2,3,5,4,1,2,4,3,76,908837
EMP100621,Zahra Fauziah,,3,2,6,1,1,3,1,4,5,77,482321
EMP100622,Ahmad Anugrah Anggara,,1,3,2,5,2,3,1,1,1,20,858526
EMP100623,Hadi Simanjuntak,,1,1,3,3,3,1,3,1,2,53,213338
EMP100624,Luthfi Firmansyah,,2,4,4,6,4,1,3,1,4,38,839593
EMP100625,Dwi Utami,,4,2,4,2,2,3,3,3,3,83,851937
EMP100626,Arif Nugroho,,2,1,4,2,3,1,3,2,6,8,716358
EMP100627,Hadi Handayani,,3,3,6,5,4,2,2,3,2,19,462656
EMP100628,Fitri Dharma Siregar,,2,4,5,6,5,3,1,2,1,12,777098
EMP100629,Mahendra Subekti,,2,3,1,6,2,1,3,2,1,34,197973
EMP100630,Maya Candra Maulida,,1,1,5,4,2,3,3,1,2,8,606823
EMP100631,Zahra Dharma Zulfikar,,3,3,4,6,3,1,2,4,6,58,722067
EMP100632,Rani Pramudita Suharto,,1,4,3,4,2,3,2,3,1,77,898636
EMP100633,Dewi Setiawan,,1,4,5,3,4,1,3,4,2,54,932462
EMP100634,Nugroho Pratama,,3,1,1,5,3,2,2,1,3,55,340616
EMP100635,Umar Dharma Fauziah,,1,1,4,5,1,3,2,1,4,19,809242
EMP100636,Rama Aji Wibowo,,2,2,3,2,1,3,3,1,6,76,416363
EMP100637,Rani Adi Simanjuntak,,3,2,4,6,1,1,3,3,4,52,701057
EMP100638,Budi Yudhistira Permadi,,2,1,3,4,5,1,3,1,2,64,264996
EMP100639,Iman Pratama,,2,2,5,2,4,2,2,3,1,54,299914
EMP100640,Dewi Yudhistira Putra,,2,1,5,5,4,2,2,1,3,7,180730
EMP100641,Julia Simanjuntak,,2,3,4,4,4,2,2,3,1,70,446470
EMP100642,Umar Halim Pradana,,3,4,6,6,2,1,1,2,1,69,851298
EMP100643,Dewi Yulianto,,4,4,3,3,5,2,1,2,5,64,762480
EMP100644,Ayunda Hartanto,,2,2,3,3,3,3,1,4,2,69,178777
EMP100645,Yoga Iqbal Santoso,,1,1,5,5,4,3,2,4,5,26,928180
EMP100646,Oktavia Ananda,,4,2,5,3,3,1,1,3,2,62,994852
EMP100647,Vania Ganesha Ananda,,3,4,2,5,2,2,1,2,6,82,989531
EMP100648,Sari Mahardika Firmansyah,,1,2,3,4,5,2,1,2,4,72,573542
EMP100649,Wahyu Dharma Handayani,,2,1,1,1,4,2,2,2,6,48,181669
EMP100650,Rifqi Kurniawan,,1,4,2,4,5,3,2,3,3,23,965520
EMP100651,Novi Pamungkas,,3,1,1,3,5,2,3,4,3,56,926032
EMP100652,Eko Mahardika Lukman,,3,4,6,3,1,2,1,4,4,58,840203
EMP100653,Intan Pratama,,1,1,4,6,5,1,2,3,5,0,581062
EMP100654,Prasetyo Hidayat,,3,4,5,5,3,3,1,1,6,29,821489
EMP100655,Novi Lestari,,4,2,5,4,2,1,3,2,2,88,704863
EMP100656,Joko Herlambang,,2,4,5,3,3,1,1,1,6,92,405944
EMP100657,Rendra Anugrah Maulida,,1,2,4,1,2,1,3,1,4,76,664536
EMP100658,Nurlita Jatmiko Salsabila,,2,1,1,6,4,2,1,4,6,149,604659
EMP100659,Bella Utami,,3,4,4,2,3,3,2,4,6,26,693802
EMP100660,Anisa Putra,,2,1,6,6,1,2,2,2,1,36,254748
EMP100661,Budi Siregar,,2,3,3,5,2,3,3,4,6,69,148430
